dateSold,price,bedrooms,bathrooms,livingArea,lotSize,yearBuilt
4/28/2015,450000.0,3.0,1.75,1250.0,5963.0,1953.0
3/11/2015,1350000.0,3.0,2.5,2753.0,65005.0,1953.0
9/16/2014,228000.0,3.0,1.0,1190.0,9199.0,1955.0
2/17/2015,345000.0,5.0,2.5,3150.0,9134.0,1966.0
12/31/2014,600000.0,3.0,1.75,1410.0,4080.0,1950.0
2/5/2015,585000.0,2.0,1.75,1980.0,8550.0,1981.0
3/3/2015,920000.0,5.0,2.25,2730.0,6000.0,1927.0
5/12/2014,885000.0,4.0,2.5,2830.0,5000.0,1995.0
8/19/2014,292500.0,4.0,2.5,2250.0,4495.0,2008.0
4/7/2015,301000.0,3.0,2.5,2420.0,4750.0,2003.0
8/27/2014,951000.0,5.0,3.25,3250.0,14342.0,1968.0
2/23/2015,430000.0,4.0,3.0,1850.0,9976.0,1991.0
12/10/2014,650000.0,3.0,2.25,2150.0,21235.0,1959.0
8/28/2014,289000.0,3.0,1.75,1260.0,8400.0,1954.0
10/21/2014,505000.0,3.0,1.75,2519.0,8690.0,1973.0
12/7/2014,549000.0,3.0,1.75,1540.0,1044.0,2014.0
6/3/2014,425000.0,3.0,2.25,1660.0,6000.0,1979.0
11/20/2014,317625.0,3.0,2.75,2770.0,3809.0,1925.0
9/9/2014,975000.0,4.0,2.5,2720.0,11049.0,1989.0
10/9/2014,287000.0,4.0,2.5,2240.0,4648.0,2005.0
8/25/2014,204000.0,3.0,1.0,1000.0,12070.0,1968.0
6/12/2014,1330000.0,5.0,2.25,3200.0,20158.0,1965.0
9/12/2014,1040000.0,5.0,3.25,4770.0,50094.0,1973.0
1/5/2015,325000.0,3.0,2.0,1260.0,5612.0,1972.0
6/10/2014,571000.0,4.0,2.0,2750.0,7807.0,1916.0
7/10/2014,360000.0,4.0,2.5,2380.0,5000.0,2005.0
3/16/2015,349000.0,3.0,1.75,1790.0,50529.0,1965.0
11/5/2014,832500.0,4.0,4.0,3430.0,35102.0,1986.0
10/13/2014,380000.0,4.0,1.75,1760.0,7300.0,1956.0
4/20/2015,480000.0,3.0,1.0,1040.0,5060.0,1941.0
6/9/2014,410000.0,3.0,1.0,1410.0,5060.0,1956.0
3/23/2015,720000.0,4.0,2.5,3450.0,39683.0,2002.0
12/2/2014,390000.0,3.0,2.5,2350.0,5100.0,2003.0
12/22/2014,360000.0,4.0,2.5,1900.0,5889.0,1992.0
10/28/2014,355000.0,2.0,1.0,2020.0,6720.0,1948.0
1/28/2015,356000.0,3.0,1.5,1680.0,8712.0,1964.0
6/2/2014,315000.0,3.0,1.0,960.0,6634.0,1952.0
11/14/2014,940000.0,3.0,1.5,2140.0,3600.0,1925.0
11/3/2014,305000.0,5.0,2.25,2660.0,8400.0,1961.0
6/18/2014,461000.0,3.0,3.25,2770.0,6278.0,2006.0
5/19/2014,215000.0,2.0,2.25,1610.0,2040.0,1979.0
9/4/2014,335000.0,2.0,1.75,1030.0,1066.0,2006.0
5/22/2014,243500.0,4.0,2.5,1980.0,7403.0,1988.0
3/11/2015,1100000.0,5.0,2.75,3520.0,6353.0,2001.0
2/26/2015,153000.0,3.0,1.0,1200.0,10500.0,1962.0
7/25/2014,430000.0,3.0,1.5,1580.0,5000.0,1939.0
12/23/2014,700000.0,3.0,1.5,1580.0,5000.0,1939.0
9/8/2014,905000.0,4.0,2.5,3300.0,10250.0,1946.0
3/30/2015,247500.0,3.0,1.75,1960.0,15681.0,1967.0
9/12/2014,199000.0,4.0,1.5,1160.0,6400.0,1975.0
7/11/2014,314000.0,3.0,1.75,1810.0,41800.0,1980.0
5/16/2014,437500.0,3.0,2.5,2320.0,36847.0,1992.0
6/11/2014,850830.0,3.0,2.5,2070.0,13241.0,1910.0
10/27/2014,555000.0,3.0,2.0,1980.0,3478.0,1929.0
12/12/2014,699950.0,3.0,2.25,2190.0,107593.0,1983.0
10/7/2014,1090000.0,3.0,2.5,2920.0,8113.0,1950.0
9/24/2014,290000.0,3.0,1.0,1210.0,33919.0,1954.0
4/2/2015,375000.0,3.0,2.5,2340.0,10005.0,1978.0
5/23/2014,460000.0,3.0,1.0,1670.0,4005.0,1939.0
7/23/2014,188500.0,2.0,1.75,1240.0,2493.0,1985.0
3/5/2015,680000.0,4.0,2.5,3140.0,28037.0,1991.0
8/27/2014,470000.0,5.0,1.75,2030.0,12342.0,1942.0
7/25/2014,597750.0,4.0,2.5,2310.0,9624.0,1984.0
3/4/2015,570000.0,3.0,1.75,1260.0,3328.0,1905.0
9/16/2014,272500.0,3.0,1.75,1540.0,12600.0,1980.0
11/24/2014,329950.0,3.0,1.75,2080.0,5969.0,1971.0
10/28/2014,480000.0,4.0,2.5,3230.0,16171.0,2001.0
11/21/2014,740500.0,3.0,3.5,4380.0,6350.0,1900.0
6/26/2014,518500.0,3.0,3.5,1590.0,1102.0,2010.0
6/23/2014,205425.0,2.0,1.0,880.0,6780.0,1945.0
1/8/2015,171800.0,4.0,2.0,1570.0,9600.0,1950.0
5/11/2015,535000.0,4.0,1.0,1610.0,2982.0,1925.0
1/2/2015,660000.0,3.0,2.5,2400.0,6474.0,1964.0
11/19/2014,391500.0,3.0,2.0,1450.0,9132.0,1987.0
4/6/2015,395000.0,2.0,1.0,770.0,6000.0,1953.0
11/4/2014,445000.0,4.0,1.75,2100.0,4400.0,1924.0
6/18/2014,770000.0,3.0,2.25,2910.0,10204.0,1990.0
3/2/2015,1450000.0,4.0,2.75,2750.0,17789.0,1914.0
7/17/2014,445000.0,3.0,2.25,2100.0,8201.0,1967.0
7/17/2014,260000.0,4.0,2.25,2160.0,8811.0,1978.0
6/13/2014,822500.0,5.0,3.5,2320.0,4960.0,1926.0
4/6/2015,430000.0,4.0,2.5,2070.0,4310.0,2004.0
1/5/2015,212000.0,3.0,1.75,1060.0,7875.0,1986.0
4/28/2015,660500.0,4.0,2.25,2010.0,9603.0,1986.0
6/12/2014,784000.0,3.0,3.5,3950.0,111078.0,1989.0
5/12/2014,453246.0,3.0,2.5,2010.0,2287.0,2014.0
1/26/2015,675000.0,4.0,3.5,2140.0,2278.0,2005.0
8/13/2014,199000.0,3.0,1.75,1320.0,17390.0,1956.0
8/5/2014,220000.0,4.0,1.75,2020.0,7840.0,1968.0
5/29/2014,452000.0,4.0,2.25,2590.0,10002.0,1968.0
7/7/2014,382500.0,2.0,1.0,1190.0,4440.0,1981.0
5/7/2014,519950.0,3.0,2.25,1170.0,1249.0,2014.0
6/27/2014,665000.0,2.0,1.0,1110.0,3200.0,1925.0
7/8/2014,527700.0,5.0,2.5,2820.0,9375.0,1968.0
5/8/2015,205000.0,3.0,1.0,1610.0,8579.0,1962.0
4/15/2015,420000.0,3.0,1.0,1060.0,8097.0,1923.0
2/27/2015,500000.0,4.0,2.25,2030.0,8517.0,1961.0
12/3/2014,921500.0,4.0,2.5,3670.0,315374.0,1994.0
6/25/2014,890000.0,4.0,1.0,2550.0,4000.0,1905.0
8/6/2014,430000.0,2.0,2.5,2420.0,60984.0,2007.0
10/30/2014,258000.0,5.0,2.0,2260.0,12500.0,1960.0
11/4/2014,511000.0,3.0,1.0,1430.0,3455.0,1947.0
8/20/2014,532170.0,3.0,2.0,1360.0,3090.0,1990.0
4/9/2015,560000.0,3.0,1.0,1110.0,5000.0,1947.0
3/31/2015,282950.0,3.0,1.0,1250.0,8200.0,1954.0
4/1/2015,2250000.0,4.0,3.25,5180.0,19850.0,2006.0
5/16/2014,350000.0,1.0,1.0,700.0,5100.0,1942.0
7/28/2014,215000.0,3.0,1.0,1180.0,7669.0,1967.0
11/20/2014,650000.0,5.0,3.5,3960.0,25245.0,1996.0
8/7/2014,320000.0,4.0,2.75,2640.0,7500.0,1967.0
11/13/2014,247000.0,3.0,2.0,1270.0,7198.0,1916.0
10/3/2014,320000.0,4.0,1.75,1760.0,11180.0,1968.0
5/7/2014,255000.0,5.0,2.25,2060.0,8632.0,1962.0
3/9/2015,438000.0,3.0,1.75,1780.0,9660.0,1962.0
3/4/2015,900000.0,3.0,2.5,3400.0,16603.0,2000.0
6/20/2014,441000.0,3.0,2.75,1910.0,7280.0,1979.0
8/12/2014,420000.0,3.0,2.0,2020.0,38332.0,1975.0
12/8/2014,370000.0,3.0,1.75,1580.0,7000.0,1976.0
2/19/2015,269950.0,2.0,1.75,1340.0,7250.0,1949.0
3/24/2015,807100.0,4.0,2.5,2680.0,4499.0,1999.0
6/5/2014,653000.0,3.0,2.5,2680.0,9750.0,1979.0
6/11/2014,371500.0,3.0,2.0,1370.0,8336.0,1964.0
3/16/2015,284000.0,3.0,1.75,1560.0,21000.0,1954.0
1/2/2015,272000.0,3.0,1.75,2160.0,7140.0,1978.0
5/2/2014,313000.0,3.0,1.5,1340.0,7912.0,1955.0
1/16/2015,917500.0,4.0,2.5,3880.0,35003.0,1984.0
9/29/2014,673000.0,4.0,2.25,2590.0,8190.0,1980.0
2/10/2015,425000.0,3.0,2.5,1120.0,1100.0,2008.0
7/9/2014,399950.0,5.0,2.75,1970.0,5400.0,1986.0
5/30/2014,385000.0,3.0,1.0,1220.0,4800.0,1901.0
11/17/2014,269950.0,3.0,1.5,1950.0,7560.0,1975.0
1/7/2015,330000.0,2.0,1.0,1350.0,8220.0,1949.0
7/25/2014,260000.0,3.0,2.5,1670.0,5797.0,1988.0
4/14/2015,470000.0,4.0,3.0,2380.0,5125.0,1925.0
6/13/2014,589000.0,4.0,3.0,2440.0,9600.0,1961.0
7/23/2014,163500.0,2.0,1.5,1050.0,3419.0,1996.0
9/5/2014,835000.0,4.0,2.75,3130.0,13412.0,1993.0
11/21/2014,1100000.0,5.0,3.0,4090.0,12850.0,1986.0
4/15/2015,269000.0,4.0,1.75,1490.0,10000.0,1969.0
5/5/2014,560000.0,3.0,2.5,1900.0,8744.0,1987.0
4/18/2015,615000.0,4.0,1.0,1330.0,2400.0,1901.0
12/5/2014,585188.0,3.0,2.25,2230.0,10026.0,1975.0
8/18/2014,305000.0,3.0,1.75,1650.0,9480.0,1977.0
11/5/2014,166950.0,3.0,1.0,1190.0,8820.0,1959.0
9/12/2014,799000.0,3.0,2.5,2140.0,9897.0,1959.0
6/25/2014,400000.0,3.0,2.5,2180.0,7508.0,1962.0
12/1/2014,230000.0,3.0,1.0,1060.0,10228.0,1948.0
5/15/2014,256883.0,3.0,2.5,1690.0,5025.0,2003.0
11/11/2014,423000.0,4.0,2.0,1970.0,6480.0,1920.0
7/23/2014,465000.0,3.0,2.5,2150.0,4084.0,2007.0
1/13/2015,440000.0,3.0,2.5,1910.0,66211.0,1997.0
10/14/2014,385000.0,3.0,1.75,1350.0,155073.0,1969.0
3/11/2015,210000.0,3.0,1.0,860.0,11725.0,1943.0
11/12/2014,297000.0,3.0,2.5,1940.0,14952.0,1994.0
7/16/2014,470000.0,3.0,1.0,1010.0,5000.0,1952.0
8/4/2014,226500.0,3.0,1.5,1300.0,7370.0,1976.0
3/3/2015,274250.0,3.0,1.0,910.0,8450.0,1962.0
8/4/2014,840000.0,4.0,1.75,2480.0,11010.0,1966.0
9/19/2014,677900.0,3.0,2.5,2440.0,4587.0,2010.0
2/5/2015,425000.0,3.0,1.0,1010.0,5864.0,1915.0
11/23/2014,180250.0,2.0,0.75,900.0,9600.0,1941.0
7/17/2014,464000.0,6.0,3.0,2300.0,3404.0,1920.0
4/22/2015,320000.0,4.0,2.25,1550.0,7579.0,1993.0
7/17/2014,625504.0,3.0,2.25,1270.0,1566.0,2014.0
5/15/2014,592500.0,4.0,2.5,2240.0,12032.0,1983.0
1/14/2015,465000.0,3.0,2.5,2714.0,17936.0,2005.0
5/27/2014,477000.0,4.0,2.75,1720.0,6270.0,1978.0
1/15/2015,280000.0,2.0,1.0,850.0,16400.0,1923.0
2/21/2015,1510000.0,5.0,3.0,3300.0,33474.0,1957.0
7/3/2014,445838.0,3.0,2.5,2250.0,5692.0,2000.0
8/28/2014,1070000.0,2.0,2.25,3900.0,14864.0,1947.0
10/23/2014,467000.0,2.0,1.5,1320.0,10800.0,1947.0
8/22/2014,686000.0,4.0,2.5,2760.0,6440.0,1999.0
6/5/2014,279950.0,3.0,2.0,1750.0,9750.0,1961.0
9/4/2014,527000.0,4.0,2.25,2330.0,19436.0,1987.0
9/18/2014,325000.0,3.0,2.25,2220.0,16020.0,1966.0
9/3/2014,328000.0,3.0,2.25,2020.0,8379.0,1994.0
6/4/2014,390000.0,3.0,2.25,1250.0,7500.0,1942.0
3/9/2015,479950.0,2.0,2.0,1510.0,6516.0,2005.0
5/29/2014,264950.0,4.0,2.25,1720.0,9753.0,1978.0
1/15/2015,235000.0,3.0,1.0,1430.0,15246.0,1961.0
3/3/2015,516500.0,3.0,2.5,1480.0,4729.0,2004.0
4/13/2015,655000.0,2.0,1.75,1450.0,15798.0,1915.0
6/16/2014,500000.0,4.0,2.75,2280.0,15347.0,1960.0
11/21/2014,315000.0,6.0,2.75,2940.0,7350.0,1978.0
11/20/2014,213000.0,2.0,1.0,1000.0,10200.0,1961.0
9/2/2014,475000.0,3.0,1.5,2480.0,5280.0,1947.0
6/10/2014,1030000.0,5.0,4.0,3760.0,28040.0,1983.0
4/9/2015,416000.0,3.0,2.0,2220.0,94300.0,1976.0
3/20/2015,410000.0,4.0,1.0,1970.0,4740.0,1904.0
7/1/2014,800000.0,3.0,3.5,3830.0,221284.0,1993.0
5/29/2014,472000.0,6.0,2.5,4410.0,14034.0,1965.0
12/8/2014,225000.0,3.0,1.75,1430.0,8505.0,1968.0
10/1/2014,210000.0,2.0,1.0,830.0,6000.0,1940.0
1/27/2015,455000.0,2.0,1.0,1430.0,5000.0,1925.0
4/27/2015,225000.0,3.0,1.0,1300.0,8316.0,1954.0
8/26/2014,480000.0,2.0,1.0,1030.0,3060.0,1918.0
2/12/2015,363000.0,3.0,2.5,2740.0,11872.0,1990.0
9/29/2014,2400000.0,4.0,2.5,3650.0,8354.0,2000.0
2/26/2015,181000.0,2.0,1.5,720.0,5120.0,1954.0
3/14/2015,250000.0,4.0,2.0,2010.0,7312.0,1976.0
4/22/2015,481000.0,3.0,1.75,1560.0,3000.0,1918.0
9/23/2014,260000.0,3.0,2.0,1810.0,7209.0,1978.0
5/13/2014,455000.0,4.0,2.5,3360.0,7685.0,2001.0
4/1/2015,415000.0,3.0,2.25,1510.0,36224.0,1991.0
4/21/2015,349500.0,3.0,1.0,1400.0,3538.0,1953.0
9/29/2014,245000.0,3.0,2.5,1730.0,7442.0,1987.0
5/19/2014,592500.0,2.0,2.0,1420.0,9191.0,1928.0
10/20/2014,385000.0,4.0,1.75,2360.0,7620.0,1955.0
2/11/2015,315000.0,3.0,1.75,1580.0,11455.0,1974.0
11/24/2014,255000.0,3.0,1.0,1230.0,10170.0,1979.0
8/29/2014,693000.0,4.0,2.5,2460.0,4425.0,2006.0
12/2/2014,780000.0,3.0,1.0,1660.0,4400.0,1911.0
10/24/2014,237000.0,3.0,1.75,1270.0,8470.0,1960.0
12/16/2014,525000.0,3.0,2.25,2100.0,40510.0,1979.0
4/28/2015,425000.0,2.0,1.0,770.0,5040.0,1930.0
10/27/2014,369900.0,1.0,0.75,760.0,10079.0,1936.0
5/19/2014,290000.0,4.0,2.5,1700.0,7280.0,1988.0
9/29/2014,285000.0,3.0,1.0,1120.0,10701.0,1954.0
8/14/2014,415000.0,2.0,1.0,1070.0,4500.0,1937.0
4/9/2015,272500.0,3.0,2.5,2070.0,9900.0,1979.0
5/4/2015,2900000.0,4.0,3.25,5050.0,20100.0,1982.0
10/7/2014,1370000.0,4.0,4.75,5310.0,57346.0,1989.0
5/1/2015,436000.0,2.0,1.0,1040.0,7538.0,1939.0
10/17/2014,210000.0,3.0,1.0,1700.0,11390.0,1967.0
9/25/2014,236000.0,3.0,1.0,1300.0,5898.0,1961.0
11/24/2014,331000.0,3.0,1.75,1080.0,1306.0,1954.0
3/20/2015,365000.0,3.0,2.5,2653.0,4510.0,2006.0
1/27/2015,450000.0,3.0,2.0,2290.0,16258.0,1960.0
11/13/2014,770000.0,4.0,2.75,3820.0,26300.0,2014.0
5/5/2015,455000.0,4.0,2.5,2210.0,49375.0,1997.0
5/5/2015,405000.0,3.0,1.75,2390.0,6000.0,1908.0
7/3/2014,304900.0,4.0,1.75,2600.0,11325.0,1969.0
2/27/2015,170000.0,2.0,1.0,860.0,5265.0,1931.0
5/13/2015,2050000.0,5.0,3.0,3830.0,8480.0,1905.0
6/30/2014,780000.0,4.0,2.5,3500.0,7048.0,2005.0
4/10/2015,330000.0,3.0,3.0,2420.0,13959.0,1988.0
9/5/2014,370000.0,4.0,2.5,2720.0,8666.0,1992.0
10/17/2014,467000.0,5.0,2.25,2500.0,13500.0,1979.0
2/9/2015,405000.0,3.0,1.75,1670.0,6720.0,1980.0
7/2/2014,675000.0,5.0,2.25,2900.0,10300.0,1985.0
8/12/2014,500000.0,2.0,1.0,1640.0,14100.0,1954.0
7/23/2014,389999.0,4.0,2.5,1890.0,15770.0,1968.0
2/24/2015,630000.0,4.0,1.75,2950.0,9025.0,1975.0
10/22/2014,360000.0,4.0,2.5,2160.0,9528.0,1992.0
10/2/2014,580000.0,4.0,3.0,3280.0,11060.0,1986.0
7/9/2014,550000.0,3.0,2.0,1970.0,4166.0,1929.0
7/10/2014,879000.0,4.0,2.5,3360.0,22111.0,1994.0
8/22/2014,265000.0,3.0,2.0,1320.0,8959.0,1993.0
3/4/2015,446500.0,3.0,2.5,2650.0,7286.0,1990.0
6/2/2014,404000.0,3.0,1.5,2030.0,8880.0,1963.0
5/29/2014,267500.0,3.0,1.75,1590.0,11914.0,1957.0
6/24/2014,3080000.0,4.0,5.0,4550.0,18641.0,2002.0
8/11/2014,335000.0,3.0,2.5,2440.0,7632.0,1998.0
6/19/2014,576000.0,3.0,2.5,1940.0,9000.0,1948.0
4/1/2015,208633.0,3.0,2.5,2040.0,3810.0,2006.0
1/15/2015,315000.0,3.0,2.25,2200.0,8750.0,1964.0
2/17/2015,725000.0,3.0,1.75,1920.0,3300.0,1913.0
4/3/2015,550000.0,4.0,2.75,1800.0,7750.0,1965.0
6/12/2014,610750.0,4.0,2.25,2180.0,7297.0,1984.0
2/28/2015,550700.0,2.0,1.0,1010.0,5000.0,1908.0
1/8/2015,665000.0,4.0,2.75,3320.0,10574.0,1960.0
2/9/2015,834000.0,4.0,2.5,2370.0,4000.0,1928.0
10/23/2014,201000.0,5.0,1.75,1660.0,78408.0,1915.0
5/2/2014,2380000.0,5.0,2.5,3650.0,9050.0,1921.0
6/18/2014,1380000.0,4.0,3.25,4290.0,12103.0,1997.0
12/9/2014,1400000.0,4.0,3.25,4290.0,12103.0,1997.0
11/5/2014,305000.0,4.0,2.25,1950.0,7700.0,1979.0
4/8/2015,487000.0,3.0,2.0,2590.0,14052.0,1948.0
5/11/2015,390000.0,3.0,2.5,1930.0,64904.0,1988.0
7/23/2014,548000.0,2.0,1.0,1470.0,3864.0,1916.0
11/22/2014,268750.0,4.0,1.0,800.0,8775.0,1943.0
5/13/2014,819900.0,5.0,2.75,3150.0,7119.0,2013.0
10/23/2014,520000.0,3.0,2.25,2030.0,16200.0,1984.0
7/21/2014,230000.0,3.0,2.0,1450.0,11204.0,2003.0
2/2/2015,240000.0,3.0,1.75,1510.0,10248.0,1969.0
9/5/2014,232000.0,2.0,1.0,1240.0,12092.0,1922.0
3/11/2015,240500.0,2.0,1.0,1240.0,12092.0,1922.0
10/27/2014,274975.0,3.0,2.5,3030.0,45004.0,1987.0
9/5/2014,740000.0,4.0,2.0,2050.0,4400.0,1922.0
4/28/2015,186375.0,3.0,1.0,1000.0,7636.0,1952.0
7/25/2014,790000.0,3.0,2.25,2370.0,10289.0,1977.0
9/16/2014,880000.0,4.0,3.5,2800.0,6750.0,1951.0
4/16/2015,279000.0,6.0,1.75,2240.0,11180.0,1955.0
7/29/2014,295000.0,3.0,2.0,1810.0,10530.0,1991.0
4/8/2015,640000.0,2.0,1.0,1070.0,5000.0,1924.0
7/3/2014,940000.0,4.0,2.0,2490.0,9525.0,1968.0
10/7/2014,260000.0,4.0,2.5,1960.0,5238.0,2003.0
6/2/2014,559900.0,3.0,2.75,2930.0,5569.0,2004.0
7/22/2014,791500.0,4.0,2.0,1510.0,3500.0,1911.0
8/26/2014,265000.0,3.0,1.75,1420.0,8250.0,1954.0
5/1/2015,245000.0,3.0,1.75,1740.0,11547.0,1954.0
4/24/2015,485000.0,4.0,1.75,2560.0,43995.0,1962.0
11/6/2014,684000.0,4.0,3.5,3040.0,8414.0,2010.0
9/9/2014,425000.0,3.0,1.75,2500.0,6840.0,1957.0
10/17/2014,309600.0,4.0,1.75,1275.0,20000.0,1991.0
7/18/2014,552250.0,4.0,2.5,2580.0,5823.0,2002.0
7/23/2014,165000.0,4.0,1.0,1000.0,7134.0,1943.0
12/29/2014,239900.0,4.0,1.0,1000.0,7134.0,1943.0
12/5/2014,320000.0,2.0,1.0,1070.0,32633.0,1930.0
10/21/2014,206600.0,3.0,2.0,1390.0,13464.0,1987.0
4/16/2015,387000.0,4.0,1.75,2500.0,7690.0,1973.0
6/4/2014,299000.0,1.0,0.75,560.0,12120.0,1967.0
9/22/2014,855000.0,4.0,2.75,2270.0,10460.0,1965.0
1/26/2015,315000.0,3.0,1.0,1900.0,14400.0,1954.0
12/3/2014,437500.0,2.0,1.0,990.0,3120.0,1907.0
3/24/2015,252000.0,4.0,1.5,1550.0,19800.0,1969.0
6/4/2014,375000.0,4.0,1.75,2200.0,7475.0,1955.0
8/6/2014,300000.0,4.0,2.5,1910.0,4862.0,2005.0
10/6/2014,420000.0,4.0,1.0,1750.0,9600.0,1954.0
5/5/2014,900000.0,3.0,1.0,1330.0,77972.0,1928.0
8/5/2014,679900.0,3.0,2.5,2440.0,5750.0,2000.0
6/5/2014,463000.0,3.0,2.5,1640.0,29970.0,1992.0
8/28/2014,380000.0,5.0,2.5,2760.0,11340.0,1978.0
12/10/2014,329500.0,4.0,2.5,1820.0,7912.0,1994.0
8/19/2014,604950.0,3.0,2.5,2110.0,5608.0,2013.0
9/17/2014,795000.0,5.0,2.5,3040.0,9570.0,1966.0
1/30/2015,465000.0,3.0,2.0,1840.0,40438.0,1994.0
3/26/2015,673000.0,4.0,2.5,2990.0,10400.0,2002.0
10/1/2014,810000.0,4.0,2.5,3520.0,15420.0,1991.0
4/23/2015,785000.0,4.0,2.75,2440.0,69415.0,1989.0
11/20/2014,338000.0,4.0,3.0,2090.0,7500.0,1986.0
12/4/2014,280000.0,3.0,2.25,1430.0,7222.0,1993.0
10/1/2014,315000.0,4.0,2.25,2180.0,10754.0,1954.0
3/24/2015,530000.0,4.0,2.25,2180.0,10754.0,1954.0
12/23/2014,380000.0,5.0,3.0,3450.0,9914.0,2004.0
8/11/2014,297000.0,3.0,2.25,1450.0,7562.0,1994.0
5/20/2014,730000.0,4.0,2.5,3230.0,7331.0,2004.0
6/9/2014,450000.0,3.0,1.75,1640.0,13500.0,1940.0
10/27/2014,275000.0,3.0,3.0,1590.0,7750.0,1997.0
4/29/2015,595000.0,4.0,2.0,2020.0,2849.0,1960.0
4/21/2015,435000.0,3.0,1.5,1300.0,3348.0,1904.0
9/16/2014,270000.0,2.0,1.5,1380.0,209959.0,1954.0
8/5/2014,950000.0,3.0,3.0,4040.0,14338.0,1986.0
3/13/2015,389000.0,4.0,2.25,2130.0,5337.0,2001.0
1/21/2015,560000.0,4.0,2.25,2550.0,7800.0,1968.0
7/28/2014,1350000.0,5.0,3.5,4800.0,14984.0,1998.0
11/11/2014,799000.0,4.0,2.25,2510.0,11585.0,1969.0
6/25/2014,365500.0,3.0,2.0,1410.0,9600.0,1983.0
5/15/2014,252350.0,3.0,2.0,1650.0,7352.0,1979.0
9/5/2014,403950.0,4.0,2.5,2120.0,13780.0,1993.0
8/1/2014,385000.0,4.0,1.5,2040.0,10726.0,1954.0
12/10/2014,345000.0,4.0,1.0,1550.0,7620.0,1957.0
9/17/2014,490000.0,3.0,2.75,1980.0,3128.0,1979.0
6/18/2014,330000.0,3.0,2.5,1600.0,26977.0,2005.0
5/12/2014,927000.0,4.0,2.75,3300.0,12090.0,1953.0
7/28/2014,1120000.0,4.0,2.5,3840.0,16619.0,1983.0
4/30/2015,330000.0,2.0,1.0,1220.0,10000.0,1950.0
3/9/2015,530000.0,5.0,2.25,2720.0,8800.0,1958.0
